han,puj,simple_puj,freq,phrase,phrase_puj,phrase_simple_puj
數,sok,sok4,k21,,,
數,sù,su3,,,,
數,suak,suak4,k21,,,
斂,liám,liam2,,,,
斃,pĩ,pi6,,,,
文,bûn,bun5,k00,,,
斌,pin,pin1,,,,
斑,pan,pan1,,,,
斑,poiⁿ,poinn1,,,,
斗,táu,tau2,,一斗酒,che̍k-táu chiú,chek8-tau2 chiu2
料,liāu,liau7,k00,,,
斜,sia,sia1,,,,
斜,siâ,sia5,k10,,,
斟,chim,chim1,,,,
斡,uat,uat4,,,,
斡,ut,ut4,,,,
斤,kṳn,kurn1,k00,,,
斥,chhek,chhek4,,,,
斧,póu,pou2,,,,
斫,tok,tok4,,斫斷,tok-tñg,tok4-tng6
斬,tsám,tsam2,,,,
斯,sṳ,sur1,,,,
新,sim,sim1,,,,
新,sin,sin1,k00,,,
斷,tñg,tng6,,,,
斷,tuàn,tuan3,k10,診斷,chién-tuàn,chien2-tuan3
斷,tuãn,tuan6,,斷絕,tuãn-tso̍h,tuan6-tsoh8
方,hng,hng1,k10,,,
方,huang,huang1,k00,,,
方,pang,pang1,,,,
方,png,png1,,,,
於,ṳ,ur1,k00,屬於,so̍k-ṳ,sok8-ur1
施,si,si1,k10,,,
旁,phâng,phang5,,,,
旅,lí,li2,k10,,,
旋,suân,suan5,k00,旋轉,suân-tsuán,suan5-tsuan2
旋,suân,suan5,k00,黑旋風,hek-suân-huang,hek4-suan5-huang1
旋,suãn,suan6,k01,旋尿,suãn jiē,suan6 jie7
旋,tsn̄g,tsng7,k22,,,
旌,seng,seng1,,,,
族,tso̍k,tsok8,k10,,,
旗,kî,ki5,k10,,,
既,kì,ki3,k00,,,
日,ji̍t,jit8,k00,,,
旦,tàn,tan3,k00,一旦,che̍k-tàn,chek8-tan3
旦,tuàⁿ,tuann3,,花旦,hue-tuàⁿ,hue1-tuann3
旨,chí,chi2,k10,,,
早,tsá,tsa2,k00,,,
旬,sûn,sun5,,,,
旭,hiok,hiok4,,,,
旰,kàn,kan3,,,,
旰,kuà,kua3,k00,,,
旱,uãⁿ,uann6,k10,,,
旺,uãng,uang6,,,,
昂,ngang,ngang1,,,,
昆,khun,khun1,,昆蟲,khun-thâng,khun1-thang5
昇,seng,seng1,,東昇,tang-seng,tang1-seng1
昊,háu,hau2,,,,
昌,chhiang,chhiang1,,,,
明,mêng,meng5,k00,,,
昏,hun,hun1,,,,
易,e̍k,ek8,k12,,,
易,ĩ,i6,k00,,,
易,ia̍h,iah8,k22,,,
易,kōi,koi7,k01,,,
昔,sek,sek4,,,,
昔,tsá,tsa2,,,,
星,chheⁿ,chhenn1,k00,,,
映,iàng,iang3,k10,,,
春,tshun,tshun1,k00,,,
昧,mũe,mue6,,,,
昨,tsá,tsa2,k00,,,
昭,chiau,chiau1,,,,
是,sĩ,si6,k00,,,
昵,nî,ni5,,黏昵,niam-nî,niam1-ni5
晁,chhiâu,chhiau5,,,,
時,sî,si5,k00,,,
晃,huáng,huang2,,,,
晉,chìn,chin3,,,,
晌,hiáng,hiang2,,,,
晏,àn,an3,,,,
晏,uàⁿ,uann3,k00,,,
晚,mńg,mng2,k00,,,
晚,móng,mong2,,,,
晝,tàu,tau3,,,,
晝,tiũ,tiu6,,,,
晡,pu,pu1,,,,
晤,ngõ,ngo6,,,,
晦,hùe,hue3,,,,
晨,sîn,sin5,k00,,,
普,phóu,phou2,k00,,,
景,kéng,keng2,k10,,,
晰,sek,sek4,,,,
晳,sek,sek4,,,,
晴,chêⁿ,chenn5,k00,,,
晶,chiaⁿ,chiann1,,,,
智,tì,ti3,k00,,,
晾,liãng,liang6,,,,
暇,hẽ,he6,,,,
暇,hiâ,hia5,,,,
暈,hun,hun1,,,,
暈,īn,in7,,,,
暍,hiak,hiak4,,暍着暑,hiak-tie̍h-sú,hiak4-tieh8-su2
暑,sú,su2,k10,,,
暖,luán,luan2,,,,
暗,àm,am3,k00,,,
暝,mê,me5,k00,,,
暝,mêng,meng5,,,,
暢,thiàng,thiang3,k10,,,
暨,khài,khai3,,,,
暨,kì,ki3,,,,
暫,chiãm,chiam6,k00,,,
暮,mõ,mo6,k10,,,
暴,pãu,pau6,k00,,,
暴,pha̍k,phak8,,,,
曆,la̍h,lah8,k12,曆日,la̍h-ji̍t,lah8-jit8
曆,le̍h,leh8,k11,農曆,lông-le̍h,long5-leh8
曉,hiáu,hiau2,,,,
曙,sú,su2,,,,
曝,pha̍k,phak8,,,,
曠,khuàng,khuang3,,,,
曬,sài,sai3,,,,
曰,uat,uat4,,,,
曲,khek,khek4,k00,戲曲,hì-khek,hi3-khek4
曲,khek,khek4,k00,曲折,khek-chih,khek4-chih4
曳,hĩ,hi6,,,,
曳,ia̍h,iah8,,,,
更,keng,keng1,k00,,,
更,kèng,keng3,,,,
更,kèⁿ,kenn3,,,,
書,tsṳ,tsur1,k00,,,
曹,tshâu,tshau5,,,,
曼,buãn,buan6,,,,
曼,mãn,man6,,,,
曾,cheng,cheng1,,,,
曾,chêng,cheng5,,,,
曾,tsang,tsang1,,,,
替,thì,thi3,,,,
替,thòi,thoi3,k00,,,
最,tsùe,tsue3,k00,,,
會,hũe,hue6,k10,,,
會,kuài,kuai3,k22,,,
會,õi,oi6,k00,,,
月,gu̍eh,gueh8,k00,,,
有,iú,iu2,,,,
有,iū,iu7,,,,
有,ũ,u6,k00,,,
朋,phêng,pheng5,k00,,,
服,ho̍k,hok8,k00,,,
朔,suak,suak4,,,,
朕,tĩm,tim6,,,,
朗,lãng,lang6,k10,,,
望,buãng,buang6,k01,,,
望,mō,mo7,k00,,,
朝,chhiâu,chhiau5,,朝代,chhiâu-tō,chhiau5-to7
朝,chiau,chiau1,k10,今朝,kim-chiau,kim1-chiau1
期,khî,khi5,k00,,,
期,ki,ki1,,,,
朥,lâ,la5,,,,
朦,mông,mong5,,朦朧,mông-lông,mong5-long5
朧,lông,long5,,,,
木,ba̍k,bak8,k00,,,
木,mo̍k,mok8,,,,
未,bī,bi7,,,,
未,būe,bue7,,,,
末,bua̍h,buah8,,,,
末,mua̍t,muat8,k10,,,
本,pńg,png2,,,,
本,pún,pun2,k00,,,
札,tsap,tsap4,,,,
朱,tsu,tsu1,,,,
朴,phok,phok4,,朴樹,phok-chhiū,phok4-chhiu7
朵,tó,to2,,,,
朵,tô,to5,,,,
朶,tô,to5,,一朶,che̍k-tô,chek8-to5
朽,hiúⁿ,hiunn2,,,,
杆,kan,kan1,k12,欄杆,lân-kan,lan5-kan1
杉,sam,sam1,,,,
李,lí,li2,k10,,,
杏,hẽng,heng6,,,,
材,tshâi,tshai5,k10,,,
村,tshng,tshng1,k00,,,
杖,chiãng,chiang6,,,,
杜,tõu,tou6,,,,
杞,khí,khi2,,,,
束,sok,sok4,k00,,,
杭,hâng,hang5,k10,,,
杮,phùe,phue3,,柴杮抽,tshâ-phùe-thiu,tsha5-phue3-thiu1
杯,pue,pue1,k00,,,
東,tang,tang1,k00,,,
東,tong,tong1,,,,
杳,miáu,miau2,,,,
杷,pê,pe5,,,,
松,sêng,seng5,,松樹,sêng-chhiū,seng5-chhiu7
松,sông,song5,,松樹,sông-chhiū,song5-chhiu7
板,pán,pan2,k10,木板,ba̍k-pán,bak8-pan2
板,póiⁿ,poinn2,,,,
枇,pî,pi5,,,,
枉,uáng,uang2,,,,
枋,pang,pang1,,,,
析,sek,sek4,k00,,,
枕,chím,chim2,,,,
林,lîm,lim5,k10,,,
林,nâ,na5,,,,
枚,bûe,bue5,,,,
果,kuáⁿ,kuann2,k00,,,
果,kúe,kue2,k10,,,
枝,ki,ki1,k10,,,
枯,khou,khou1,k10,,,
枯,kou,kou1,,,,
枳,chí,chi2,,荖枳,láu-chí,lau2-chi2
枵,iau,iau1,,枵,iau,iau1
架,kè,ke3,k10,,,
枷,kê,ke5,,,,
枸,kau,kau1,,,,
枸,káu,kau2,,,,
枸,kṳ́,kur2,,,,
柄,pèⁿ,penn3,,,,
柏,peh,peh4,,,,
柏,pek,pek4,,,,
某,móng,mong2,,,,
柑,kaⁿ,kann1,,,,
柒,chhit,chhit4,,,,
染,jiám,jiam2,,,,
染,ní,ni2,,,,
柔,jiû,jiu5,k00,,,
柚,iû,iu5,,,,
柚,iū,iu7,,,,
柝,khok,khok4,,,,
柞,tsà,tsa3,,,,
查,chhê,chhe5,k10,,,
查,tsa,tsa1,,,,
柬,kán,kan2,,,,
柯,kho,kho1,,,,
柯,kua,kua1,,,,
柱,thiãu,thiau6,,,,
柳,liú,liu2,,,,
柴,tshâ,tsha5,,,,
柵,san,san1,,,,
柵,tsa̍h,tsah8,,,,
柺,kuái,kuai2,k10,老人柺,lãu-nâng-kuái,lau6-nang5-kuai2
柿,sãi,sai6,,,,
栓,tshuân,tshuan5,,,,
栗,la̍k,lak8,,猴栗,kâu-la̍k,kau5-lak8
校,hãu,hau6,k10,,,
校,kà,ka3,,,,
栩,hú,hu2,,,,
株,tsu,tsu1,,,,
株,tu,tu1,,,,
栳,lãu,lau6,,栳㭳,lãu-hàu,lau6-hau3
栳,ló,lo2,,樟栳,chieⁿ-ló,chienn1-lo2
核,hek,hek4,,,,
核,hu̍t,hut8,,,,
根,kṳn,kurn1,k00,,,
格,keh,keh4,k00,,,
栽,tsai,tsai1,k10,,,
桀,kie̍t,kiet8,,,,
桂,kùi,kui3,k10,,,
桃,thô,tho5,k10,,,
桅,ûi,ui5,,,,
框,khuang,khuang1,,,,
案,àn,an3,,,,
案,uàⁿ,uann3,,,,
桌,toh,toh4,k10,,,
桎,tiet,tiet4,,,,
桐,thâng,thang5,,,,
桐,thông,thong5,,,,
桑,sng,sng1,,,,
桓,huân,huan5,,,,
桔,kit,kit4,,,,
桩,tsng,tsng1,,桩家,tsng-ke,tsng1-ke1
桶,tháng,thang2,k10,,,
桸,hia,hia1,,匏桸,pû-hia,pu5-hia1
桿,kuaⁿ,kuann1,k12,桿菌,kuaⁿ-khún,kuann1-khun2
桿,kuaⁿ,kuann1,k12,筆桿,pit-kuaⁿ,pit4-kuann1
梁,liâng,liang5,,,,
梁,niêⁿ,nienn5,,,,
梅,bûe,bue5,k10,,,
梆,pang,pang1,,,,
梏,khok,khok4,,,,
梔,ki,ki1,,,,
梗,kéⁿ,kenn2,,,,
梘,káng,kang2,,番梘,huan-káng,huan1-kang2
條,tiâu,tiau5,k00,,,
梟,hiau,hiau1,,,,
梢,sau,sau1,,,,
梢,sàu,sau3,,,,
梧,ngô,ngo5,,,,
梨,lâi,lai5,k10,,,
梭,so,so1,,,,
梯,thui,thui1,k10,,,
械,hãi,hai6,,,,
梳,siu,siu1,,,,
梵,huãm,huam6,,,,
棄,khì,khi3,k10,,,
棉,mî,mi5,k10,,,
棋,kî,ki5,,,,
棍,kùn,kun3,,,,
棒,pãng,pang6,k00,,,
棕,tsang,tsang1,,,,
棗,tsó,tso2,,,,
棘,kek,kek4,,,,
棚,pêⁿ,penn5,k00,,,
棟,tòng,tong3,k10,,,
棠,thâng,thang5,,,,
棧,tsàn,tsan3,,,,
森,siam,siam1,k10,,,
棱,lêng,leng5,,,,
棲,chhi,chhi1,,,,
棲,si,si1,,,,
棵,khó,kho2,,,,
棹,toh,toh4,,,,
棺,kuaⁿ,kuann1,,,,
椅,íⁿ,inn2,k10,,,
植,sek,sek4,k10,,,
植,si̍t,sit8,,,,
椎,tsui,tsui1,,,,
椎,tui,tui1,,,,
椒,chie,chie1,,,,
椗,tèng,teng3,,,,
椰,iâ,ia5,,,,
椽,uân,uan5,,,,
椿,tshun,tshun1,,,,
楊,iâng,iang5,,,,
楊,iêⁿ,ienn5,,,,
楓,pang,pang1,,,,
楔,siet,siet4,,,,
楚,tshó,tsho2,k10,,,
楞,lêng,leng5,,,,
楦,hùn,hun3,,靴楦,hia-hùn,hia1-hun3
業,ngia̍p,ngiap8,k00,,,
極,ke̍k,kek8,k10,,,
楷,kai,kai1,,,,
楷,khái,khai2,,,,
楹,êⁿ,enn5,,,,
概,khài,khai3,k10,,,
榆,zû,zu5,,,,
榔,lâng,lang5,,,,
榔,lô,lo5,,,,
榔,nô,no5,,,,
榕,iông,iong5,,,,
榕,sêng,seng5,k10,,,
榜,páng,pang2,k10,,,
榨,tsà,tsa3,,,,
榮,iông,iong5,k10,,,
榴,liû,liu5,,,,
榷,khak,khak4,,,,
槁,kháu,khau2,,菜頭槁,tshài-thâu-kháu,tshai3-thau5-khau2
槅,keh,keh4,,食槅,chia̍h-keh,chiah8-keh4
構,kòu,kou3,k10,,,
槌,thûi,thui5,,柴槌,tshâ-thûi,tsha5-thui5
槍,chhieⁿ,chhienn1,,,,
槐,huâi,huai5,,,,
槓,kàng,kang3,,,,
槓,kòng,kong3,,,,
槳,chiéⁿ,chienn2,,,,
槽,tsô,tso5,,,,
樁,tsuang,tsuang1,,,,
樂,ga̍uh,gauh8,,,,
樂,la̍k,lak8,k00,,,
樊,huân,huan5,,,,
樑,êⁿ,enn5,,棟樑,tòng-êⁿ,tong3-enn5
樓,lâu,lau5,,,,
標,phiau,phiau1,k00,標緻,phiau-tì,phiau1-ti3
標,pie,pie1,,,,
樞,khu,khu1,,,,
樟,chiang,chiang1,,,,
樟,chieⁿ,chienn1,,,,
模,bôu,bou5,,,,
模,mô,mo5,k00,,,
樣,iēⁿ,ienn7,k00,,,
樸,phok,phok4,,樸素,phok-sù,phok4-su3
樹,chhiū,chhiu7,k10,,,
樹,sũ,su6,,,,
樽,tsun,tsun1,,玻璃樽,po-lî-tsun,po1-li5-tsun1
橄,kaⁿ,kann1,,金橄欖,kim-kaⁿ-ná,kim1-kann1-na2
橇,khiau,khiau1,,,,
橇,kiãu,kiau6,,,,
橋,kiê,kie5,k10,,,
橙,chhêng,chheng5,k10,,,
橛,ku̍eh,kueh8,,褲橛,khòu-ku̍eh,khou3-kueh8
機,ki,ki1,k00,,,
機,kúi,kui2,,,,
橡,chhiẽⁿ,chhienn6,,,,
橢,thó,tho2,,,,
橫,hûeⁿ,huenn5,k00,,,
檀,thân,than5,,,,
檄,kek,kek4,,,,
檔,tàng,tang3,,,,
檜,kuài,kuai3,,,,
檢,kiám,kiam2,,,,
檨,suāiⁿ,suainn7,,檨,suāiⁿ,suainn7
檬,mông,mong5,,,,
檯,thâi,thai5,k10,寫字檯,siá-jī-thâi,sia2-ji7-thai5
檳,pin,pin1,,,,
檸,lêng,leng5,,,,
檻,kàm,kam3,,,,
檻,khám,kham2,,,,
櫃,kūiⁿ,kuinn7,,,,
櫃,kṳ́,kur2,,,,
櫥,tû,tu5,,,,
櫻,eng,eng1,,,,
欄,lân,lan5,,,,
欄,nuâ,nua5,,井欄,chéⁿ-nuâⁿ,chenn2-nua5
欉,tsâng,tsang5,,,,
權,khuân,khuan5,,,,
欖,ná,na2,,金橄欖,kim-kaⁿ-ná,kim1-kann1-na2
欛,pà,pa3,,樹欛,chhiū-pà,chhiu7-pa3
欠,khiàm,khiam3,k00,,,
次,tshṳ̀,tshur3,k00,,,
欣,hṳn,hurn1,k10,,,
欲,àiⁿ,ainn3,k00,欲食,àiⁿ chia̍h,ainn3 chiah8
欲,io̍k,iok8,k10,搖搖欲墜,iê-iê-io̍k-tũi,ie5-ie5-iok8-tui6
欲,io̍k,iok8,k10,暢所欲言,thiàng-só-io̍k-ngân,thiang3-so2-iok8-ngan5
欶,suh,suh4,,欶,suh,suh4
欺,khi,khi1,,,,
欽,khim,khim1,,,,
款,khuán,khuan2,k00,,,
款,khuaⁿ,khuann1,k01,,,
歃,tshah,tshah4,,,,
歇,hiah,hiah4,k00,,,
歉,khiám,khiam2,k10,,,
歌,ko,ko1,k10,,,
歌,kua,kua1,,,,
歐,au,au1,k00,,,
歕,pûn,pun5,,,,
歘,hut,hut4,,,,
歡,huan,huan1,,,,
歡,huaⁿ,huann1,k00,,,
止,chí,chi2,k00,,,
正,chiaⁿ,chiann1,k01,,,
正,chiàⁿ,chiann3,k00,,,
此,chí,chi2,k00,此搭,chí-tah,chi2-tah4
此,tshṳ́,tshur2,k00,如此,zû-tshṳ́,zu5-tshur2
步,pōu,pou7,k00,,,
武,bú,bu2,,,,
歧,chiⁿ,chinn1,,,,
歧,khî,khi5,,,,
歪,tshuá,tshua2,,,,
歪,uai,uai1,,,,
歲,hùe,hue3,k00,,,
歲,sùe,sue3,,,,
歷,le̍h,leh8,k10,經歷,keng-le̍h,keng1-leh8
歸,kui,kui1,k00,,,
歹,tái,tai2,,,,
死,sí,si2,k10,,,
殂,tsu,tsu1,,,,
殃,iang,iang1,,,,
殄,chién,chien2,,,,
殆,tãi,tai6,,,,
殉,sûn,sun5,,,,
殊,sû,su5,,,,
殍,piáu,piau2,,,,
殖,sek,sek4,k12,,,
殖,si̍t,sit8,k10,,,
殘,tshân,tshan5,k10,,,
殛,kek,kek4,,,,
殞,ún,un2,,,,
殤,siang,siang1,,,,
殫,tan,tan1,,,,
殭,kiang,kiang1,,殭屍,kiang-si,kiang1-si1
殮,liám,liam2,,,,
殲,chhiam,chhiam1,,,,
段,tn̄g,tng7,k00,,,
段,tuãn,tuan6,,,,
殷,hṳn,hurn1,,,,
殺,suah,suah4,k10,,,
殼,khak,khak4,,,,
殿,tiẽn,tien6,,殿後,tiẽn-ãu,tien6-au6
殿,tōiⁿ,toinn7,,宮殿,keng-tōiⁿ,keng1-toinn7
毀,húiⁿ,huinn2,k10,,,
毅,ngî,ngi5,k10,,,
毆,au,au1,,,,
毆,áu,au2,,,,
毋,bô,bo5,,,,
毋,m̃,m6,k00,,,
母,bó,bo2,k00,,,
母,bóu,bou2,k11,諸母,tsa-bóu,tsa1-bou2
母,ḿ,m2,,丈母,tiẽⁿ-ḿ,tienn6-m2
每,múe,mue2,k00,,,
毒,ta̍k,tak8,k10,,,
毒,to̍k,tok8,,,,
毓,hiok,hiok4,,,,
比,pí,pi2,k00,,,
毖,pì,pi3,,,,
毗,pí,pi2,,,,
毛,mâu,mau5,,,,
毛,mô,mo5,k00,,,
毛,mô,mo5,,,,
毫,hâu,hau5,k00,,,
毯,thán,than2,,,,
毽,kiẽn,kien6,,,,
氈,chiⁿ,chinn1,,,,
氏,chiⁿ,chinn1,,,,
氏,sĩ,si6,,,,
民,mîn,min5,k00,,,
氓,mâng,mang5,,,,
氓,mîn,min5,,,,
氖,nãi,nai6,,,,
氛,hun,hun1,,,,
氟,hut,hut4,,,,
氣,khì,khi3,k00,,,
氣,khùi,khui3,,,,
氦,hãi,hai6,,,,
氧,iáng,iang2,k00,,,
氨,an,an1,,,,
氫,khin,khin1,,,,
氮,tãⁿ,tann6,,,,
氯,le̍k,lek8,,,,
氰,chheⁿ,chhenn1,,,,
水,tsúi,tsui2,k00,,,
永,ióng,iong2,k00,,,
氼,bì,bi3,,,,
氽,thún,thun2,,,,
汀,theng,theng1,,,,
汁,tsap,tsap4,k10,,,
求,khiû,khiu5,k00,,,
汆,suàn,suan3,,,,
汐,sek,sek4,,,,
汕,suaⁿ,suann1,k10,,,
汕,suàⁿ,suann3,,,,
汗,hán,han2,,,,
汗,hân,han5,k22,,,
汗,kuāⁿ,kuann7,k00,,,
汛,sìn,sin3,,,,
汝,lṳ́,lur2,k00,,,
汝,zṳ́,zur2,,,,
汞,kòng,kong3,,,,
江,kang,kang1,k10,,,
池,tî,ti5,,,,
污,u,u1,,,,
汪,uang,uang1,,,,
汰,thài,thai3,,,,
汲,khip,khip4,,,,
決,kuat,kuat4,k00,,,
汽,khì,khi3,k10,,,
汾,hun,hun1,,,,
沁,chhìm,chhim3,,,,
沁,sím,sim2,,,,
沂,khî,khi5,,,,
沃,ak,ak4,,,,
沃,ok,ok4,,,,
沈,sím,sim2,,,,
沈,tîm,tim5,,浮沈,phû-tîm,phu5-tim5
沉,tîm,tim5,k10,,,
沏,chhiet,chhiet4,,,,
沐,mo̍k,mok8,,,,
沒,mo̍k,mok8,,,,
沒,mu̍t,mut8,k10,沈沒,tîm-mu̍t,tim5-mut8
沖,tshong,tshong1,k10,沖茶,tshong tê,tshong1 te5
沖,tshong,tshong1,k10,相沖,siang-tshong,siang1-tshong1
沙,sa,sa1,,,,
沙,sua,sua1,k00,,,
沛,phài,phai3,,,,
沫,bua̍h,buah8,,,,
沮,tsú,tsu2,,,,
河,hô,ho5,k10,,,
沸,hut,hut4,,,,
油,iû,iu5,k00,,,
治,tî,ti5,k22,,,
治,tī,ti7,k00,,,
沼,jiàu,jiau3,,,,
沽,kou,kou1,,,,
沾,tiam,tiam1,,沾染,tiam-jiám,tiam1-jiam2
沿,în,in5,k00,,,
況,khuàng,khuang3,k00,,,
泄,sia̍p,siap8,,,,
泅,siû,siu5,,,,
泉,tsuâⁿ,tsuann5,k10,,,
泊,po̍h,poh8,,,,
泌,pì,pi3,,,,
泔,kam,kam1,,,,
法,huap,huap4,k00,,,
泗,sṳ̀,sur3,,,,
泛,huàm,huam3,,,,
泡,phã,pha6,,,,
泡,phau,phau1,,,,
泡,phàu,phau3,k00,,,
波,po,po1,k00,,,
泣,khip,khip4,,,,
泥,nì,ni3,,,,
泥,nî,ni5,,,,
泥,nĩ,ni6,,滯泥,thì-nĩ,thi3-ni6
注,tsù,tsu3,k00,注射,tsù-siā,tsu3-sia7
注,tsù,tsu3,k00,注意,tsù-ì,tsu3-i3
注,tsù,tsu3,k00,關注,kuan-tsù,kuan1-tsu3
泯,mîn,min5,,,,
泰,thài,thai3,,,,
泱,iang,iang1,,,,
泳,iòng,iong3,,,,
泵,pông,pong5,,,,
洋,iâng,iang5,,,,
洋,iêⁿ,ienn5,,,,
洗,sién,sien2,,,,
洗,sói,soi2,k00,,,
洘,khó,kho2,,流洘,lâu khó,lau5 kho2
洛,lo̍k,lok8,,,,
洞,tāng,tang7,k10,,,
洞,thông,thong5,,,,
洞,thōng,thong7,,,,
津,chin,chin1,,,,
洪,âng,ang5,k11,,,
洪,hông,hong5,k10,,,
洱,zṳ́,zur2,,,,
洲,chiu,chiu1,k10,,,
洶,hiong,hiong1,,氣勢洶洶,khì-sì-hiong-hiong,khi3-si3-hiong1-hiong1
活,ua̍h,uah8,k00,,,
洽,chia̍p,chiap8,,,,
派,phài,phai3,k00,,,
流,lâu,lau5,k01,,,
流,liû,liu5,k00,,,
浙,chiet,chiet4,,,,
浙,chit,chit4,,,,
浚,tsùn,tsun3,,,,
浦,phóu,phou2,,,,
浩,hau,hau1,,,,
浪,lãng,lang6,k00,,,
浪,nn̄g,nng7,,,,
浮,phû,phu5,k10,,,
浴,e̍k,ek8,,,,
浴,io̍k,iok8,,,,
海,hái,hai2,k00,,,
浸,chìm,chim3,,,,
涂,tôu,tou5,,,,
涅,niap,niap4,,,,
消,siau,siau1,,,,
涉,sia̍p,siap8,k10,,,
涎,iẽn,ien6,,,,
涎,nuã,nua6,,,,
涏,nuã,nua6,,噴涏,phùi-nuã,phui3-nua6
涕,thì,thi3,,,,
涪,phòu,phou3,,,,
涯,ngâi,ngai5,k10,,,
液,e̍k,ek8,,,,
液,sie̍h,sieh8,,,,
涵,hâm,ham5,,,,
涸,hak,hak4,,,,
涸,khó,kho2,,,,
涼,liâng,liang5,k00,,,
淄,tsṳ,tsur1,,,,
淆,ngâu,ngau5,,,,
淋,lâm,lam5,,,,
淋,lîm,lim5,,,,
淌,tháng,thang2,,,,
淑,sok,sok4,,,,
淒,chhi,chhi1,,淒涼,chhi-liâng,chhi1-liang5
淖,chhieh,chhieh4,,,,
淖,tsãu,tsau6,,,,
淘,thâu,thau5,k10,,,
淘,tô,to5,,,,
淚,lũi,lui6,k10,,,
淡,tãm,tam6,,淡泊,tãm-po̍h,tam6-poh8
淡,tãⁿ,tann6,k10,淡水,tãⁿ-tsúi,tann6-tsui2
淤,ṳ̀,ur3,,,,
淨,chẽng,cheng6,k10,,,
淪,lûn,lun5,,,,
淫,îm,im5,,,,
淬,tsũi,tsui6,,,,
淮,huâi,huai5,,,,
深,chhim,chhim1,,,,
淳,tshûn,tshun5,,,,
淵,ien,ien1,,,,
混,hũn,hun6,k00,,,
淹,iam,iam1,,,,
淹,im,im1,k10,,,
淺,chhién,chhien2,k00,,,
添,thiam,thiam1,,,,
添,thiⁿ,thinn1,,,,
淼,miáu,miau2,,煙波浩淼,in-po-hau-miáu,in1-po1-hau1-miau2
清,chheng,chheng1,k00,,,
渙,huàn,huan3,,,,
減,kiám,kiam2,k00,,,
渝,zû,zu5,,,,
渠,khṳ̂,khur5,k10,,,
渡,tōu,tou7,k00,,,
渣,tsa,tsa1,,,,
渤,pua̍t,puat8,,,,
渦,kue,kue1,,,,
渦,o,o1,,,,
測,chhek,chhek4,k10,,,
渭,úi,ui2,,,,
港,káng,kang2,k10,,,
渴,khuah,khuah4,k10,,,
渴,kuah,kuah4,k00,,,
游,iû,iu5,k10,游泳,iû-iòng,iu5-iong3
渺,miáu,miau2,k10,渺茫,miáu-mâng,miau2-mang5
渾,hun,hun1,,,,
渾,hũn,hun6,,,,
湃,phài,phai3,,,,
湊,tshòu,tshou3,k10,,,
湍,tsuan,tsuan1,,,,
湖,ôu,ou5,k10,,,
湘,siang,siang1,,,,
湛,kham,kham1,,,,
湛,tam,tam1,,,,
湛,tsàm,tsam3,,,,
湧,éng,eng2,k10,海湧,hái-éng,hai2-eng2
湧,iòng,iong3,k10,湧現,iòng-hīn,iong3-hin7
湯,siang,siang1,,,,
湯,thng,thng1,k00,,,
溉,khài,khai3,,,,
源,nguân,nguan5,k10,,,
準,tsún,tsun2,k10,標準,phiau-tsún,phiau1-tsun2
準,tsún,tsun2,k10,準備,tsún-pĩ,tsun2-pi6
溜,làu,lau3,,,,
溜,liu,liu1,,,,
溜,liù,liu3,,,,
溝,kau,kau1,,,,
溢,ek,ek4,,,,
溢,e̍k,ek8,,,,
溢,iah,iah4,,,,
溪,khoi,khoi1,k10,,,
溫,un,un1,k00,,,
溯,suak,suak4,,,,
溶,iêⁿ,ienn5,,,,
溶,iông,iong5,,,,
溺,ne̍k,nek8,,,,
溺,niáu,niau2,,,,
滁,thû,thu5,,,,
滁,tshû,tshu5,,,,
滂,phâng,phang5,,滂沛,phâng-phài,phang5-phai3
滄,tshang,tshang1,,,,
滅,mi̍t,mit8,k10,,,
滇,tien,tien1,,,,
滋,tsṳ,tsur1,,,,
滌,te̍k,tek8,,,,
滑,ku̍t,kut8,,,,
滒,ko,ko1,,滒,ko,ko1
滓,tsái,tsai2,,,,
滔,thau,thau1,,,,
滬,hũ,hu6,,,,
滯,thì,thi3,k10,,,
滲,siàm,siam3,,,,
滲,tshàm,tsham3,,,,
滴,tih,tih4,k10,,,
滷,lóu,lou2,k10,滷卵,lóu-nñg,lou2-nng6
滾,kún,kun2,k10,,,
滿,muá,mua2,k00,,,
漁,hṳ̂,hur5,,,,
漂,phiau,phiau1,k10,,,
漂,phiù,phiu3,,,,
漂,piè,pie3,,,,
漆,tshat,tshat4,,,,
漉,lok,lok4,,漉漉,lok-lok,lok4-lok4
漏,lāu,lau7,,,,
漓,lî,li5,,,,
演,în,in5,k00,,,
漚,au,au1,,,,
漚,àu,au3,,,,
漠,mo̍h,moh8,,,,
漠,mo̍k,mok8,,,,
漢,hàn,han3,k00,,,
漣,liên,lien5,,,,
漫,buãn,buan6,,,,
漬,tsṳ̀,tsur3,,,,
漱,chhiù,chhiu3,k10,,,
漱,sok,sok4,,,,
漲,chiàng,chiang3,,,,
漲,tĩⁿ,tinn6,,,,
漳,chiang,chiang1,,,,
漸,chiam,chiam1,,,,
漸,chiãm,chiam6,,,,
漾,iãng,iang6,,,,
漿,chieⁿ,chienn1,,,,
潁,théng,theng2,,,,
潑,phuah,phuah4,k10,,,
潔,kiap,kiap4,,,,
潔,kiet,kiet4,k10,,,
潘,phuaⁿ,phuann1,,,,
潘,phun,phun1,,,,
潛,chhiâm,chhiam5,,,,
潞,lũ,lu6,,,,
